,entity,id,start,end,sent_context,full_context
0,Азербайджана,Q227,39,51,Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена.,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
1,Армении,Q399,54,61,Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена.,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
2,Минской группы ОБСЕ,Q2268915,122,141,Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов.,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
4,Игорь Попов,Q15081189,142,153,Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов.,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
5,МИД,Q2578082,278,281,"По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».","Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
6,Азербайджана,Q227,282,294,"По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».","Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
7,Армении,Q399,297,304,"По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».","Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
8,Париже,Q90,392,398,"Российский сопредседатель отметил, что встреча пройдет в Париже.","Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
9,Минской группы ОБСЕ,Q2268915,448,467,"По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.","Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
11,Игорь Попов,Q15081189,496,507,Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры.,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».
 
 Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.
 
 Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.
 
"
