,entity,id,start,end,sent_context,full_context
0,Рамазан Эмеев,Q19916629,0,13,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
1,UFC,Q186471,87,90,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
2,Нью-Джерси,Q1408,93,103,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
3,MMA Junkie,Q16952891,147,157,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
4,Ньюарке,Q25395,189,196,Турнир пройдет 3 августа в Ньюарке.,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
5,Коул Уильямс,-1,247,259,Российского спортсмена заменит американский боец Коул Уильямс.,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
6,Эмеев,Q19916629,261,266,"Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
7,Клаудио Силвой,Q20716905,310,324,"Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
8,Светланы Кузнецовой,Q192064,428,447,"Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
9,США,Q30,492,495,"Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
10,Марафон,Q4281101,510,517,Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке.,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
11,Ньюарке,Q25395,569,576,Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке.,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie.
 
 Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия.
 
 Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США.
 
 Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
