,entity,id,start,end,sent_context,full_context
0,Кремле,Q1140115,2,8,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
1,России,Q159,49,55,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
2,Киев,Q1899,58,62,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
3,Regionews,Q12072252,132,141,"Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
4,УНИАН,Q2095222,156,161,"Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
5,России,Q159,205,211,"Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
6,Дмитрий Песков,Q4359688,212,226,"Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
7,Regionews,Q12072252,585,594,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
8,МИД РФ,Q789889,608,614,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
10,Сергей Лавров,Q58217,615,628,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было
 
 Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков.
 
 ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он.
 
 Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.
 
"
