,entity,id,start,end,sent_context,full_context
0,Кириши,Q7938,9,15,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
1,Ленинградской области,Q2191,16,37,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
2,Вани Сомова,-1,114,125,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
3,Армению,Q399,182,189,Армению в этом году представлял мастер ФИДЕ Карен Григорян.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
4,ФИДЕ,Q102178,221,225,Армению в этом году представлял мастер ФИДЕ Карен Григорян.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
5,Карен Григорян,Q14920221,226,240,Армению в этом году представлял мастер ФИДЕ Карен Григорян.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
6,Юрием Елисеевым,Q16648225,314,329,"Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира.","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
7,Россия,Q159,331,337,"Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира.","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
8,Алексей Гоганов,Q16225500,417,432,Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
9,Россия,Q159,434,440,Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.
 
 Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
