,entity,id,start,end,sent_context,full_context
0,Вероника Кудерметова,Q14618664,23,43,Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St.,4.txt
1,Кики Бертенс,Q239733,63,75,Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St.,4.txt
2,Кудерметовой,Q14618664,9,21,"На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех.",4.txt
3,Бертенс,Q239733,2,9,У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести.,4.txt
4,Вероника Кудерметова,Q14618664,0,20,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
5,Россия,Q159,22,28,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
6,Кики Бертенс,Q239733,32,44,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
7,Нидерланды,Q55,46,56,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
8,Кики,Q239733,86,90,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
9,Анастасией Потаповой,Q24955766,112,132,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой.",4.txt
10,Бертенс,Q239733,13,20,"Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге..",4.txt
11,Санкт-Петербурге,Q656,63,79,"Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге..",4.txt
