,entity,id,start,end,sent_context,full_context
0,Миасский городской суд,-1,0,22,Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае.,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
1,Михаила Кумина,-1,77,91,Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае.,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
2,Евгения Лузина,-1,94,108,Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае.,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
3,Хабаровском крае,Q7788,148,164,Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае.,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
4,Апология протеста,Q105318704,184,201,Об этом сообщает «Апология протеста».,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
5,Кумина,-1,219,225,Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП).,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
6,Лузина,-1,228,234,Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП).,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
7,Андрей Лепехин,-1,322,336,Адвокат Андрей Лепехин собирается обжаловать решение.,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
8,Хабаровск,Q4454,559,568,"По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».","Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
9,Миасс,Q105455,570,575,"По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».","Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».
 
 Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.
 
 По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».
 
 25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных."
