,entity,id,start,end,sent_context,full_context
0,Краснодара,Q220854,22,32,Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).,1.txt
1,Владимир Хашиг,-1,34,48,Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).,1.txt
2,Премьер-лиги,Q4398004,128,140,Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).,1.txt
3,Спартака,Q29112,149,157,Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).,1.txt
4,Спартака,Q29112,50,58,"В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч.",1.txt
5,Эзекиэль Понсе,-1,89,103,"В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч.",1.txt
6,Краснодара,Q220854,126,136,"В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч.",1.txt
7,Евгения Чернова,Q4513790,138,153,"В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч.",1.txt
8,Хашиг,-1,6,11,"Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.",1.txt
9,Кайо,Q53649203,52,56,"Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.",1.txt
10,Спартака,Q29112,36,44,"Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.",1.txt
11,Безбородов,Q2446700,27,37,«Красиво» сделали «ребята» Безбородов и Левников.,1.txt
12,Левников,Q644771,40,48,«Красиво» сделали «ребята» Безбородов и Левников.,1.txt
13,Спартаку,Q29112,18,26,"Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова.",1.txt
14,Безбородова,Q2446700,86,97,"Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова.",1.txt
15,Спартака,Q29112,44,52,"Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».",1.txt
16,Хашиг,-1,6,11,"Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько.",1.txt
17,Спартак,Q29112,27,34,"Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько.",1.txt
18,Сочи,Q54834034,67,71,"Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько.",1.txt
19,Спартаку,Q29112,8,16,"Победу «Спартаку» принесли судьи, считает функционер.",1.txt
20,Краснодар,Q220854,1,10,«Краснодар» находится на восьмом месте в РПЛ.,1.txt
21,РПЛ,"Q4398004
",41,44,«Краснодар» находится на восьмом месте в РПЛ.,1.txt
22,Мурада Мусаева,Q51331259,17,31,В активе команды Мурада Мусаева 18 очков после 12 туров.,1.txt
23,Челси,Q9616,93,98,Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси».,1.txt
