,entity,id,start,end,sent_context,full_context
0,Нангархар,Q178471,12,21,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
1,Афганистана,Q889,33,44,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
2,США,Q30,78,81,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
3,Ганикел,-1,245,252,"Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
4,Абдул Вахаб,-1,253,264,"Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
5,Вахаб,-1,351,356,"«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
6,Deutsche Welle,Q153770,364,378,"«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
7,НАТО,Q7184,472,476,"По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
8,Афганистане,Q889,479,490,"По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
9,Нангархар,Q178471,576,585,"В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США.","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.
 
 Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.
 
 «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.
 
 Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.
 
 В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
