,entity,id,start,end,sent_context,full_context
0,Арсенала,Q9617,21,29,Форвард лондонского «Арсенала» Александр Ляказетт забил первый гол в новом сезоне АПЛ.,3.txt
1,Александр Ляказетт,Q13306,31,49,Форвард лондонского «Арсенала» Александр Ляказетт забил первый гол в новом сезоне АПЛ.,3.txt
2,АПЛ,Q9448,82,85,Форвард лондонского «Арсенала» Александр Ляказетт забил первый гол в новом сезоне АПЛ.,3.txt
3,Фулхэма,Q18708,58,65,Он отличился на девятой минуте матча первого тура против «Фулхэма».,3.txt
4,Виллиана,Q73480,67,75,Француз быстрее всех успел среагировать на отскок мяча после удара Виллиана.,3.txt
5,Арсенал,Q9617,18,25,"В прошлом сезоне «Арсенал» финишировал восьмым, набрав 56 очков.",3.txt
6,Фулхэм,Q18708,1,7,"«Фулхэм» же вернулся в АПЛ, победив в плей-офф за повышение в классе.",3.txt
7,АПЛ,Q9448,23,26,"«Фулхэм» же вернулся в АПЛ, победив в плей-офф за повышение в классе.",3.txt
8,Брентфорда,Q19571,45,55,В финальном матче команда оказалась сильнее «Брентфорда».,3.txt
9,Арсенал,Q9617,1,8,«Арсенал» продолжает вести со счетом 1:0..,3.txt
