,entity,id,start,end,sent_context,full_context
0,Россия,Q159,0,6,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
1,Чёрном море,Q166,89,100,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
2,США,Q30,152,155,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
3,НАТО,Q7184,157,161,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
4,России,Q159,164,170,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
5,ТАСС,Q223799,206,210,"Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
6,Чёрного моря,Q166,291,303,"Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
7,ВВС США,Q11223,479,486,"«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
8,ВМС США,Q11220,538,545,"«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
9,США,Q30,597,600,"Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
","Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.
 
 Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.
 
 «Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.
 
 Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.
 
"
