,entity,id,start,end,sent_context,full_context
0,Уолтер Браттейн,-1,43,58,"16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор.","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
1,Джоном Бардином,-1,84,99,"16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор.","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
2,Бардина,"['Q86593989', 'Q949', 'Q1959564']",42,49,"Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»).","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
3,Браттейна,-1,52,61,"Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»).","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
4,Герберт Матаре,-1,79,93,"Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»).","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
5,Генрих Велькер,-1,96,110,"Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»).","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
6,Франции,"['Q70972', 'Q142', 'Q484170']",140,147,"Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»).","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
7,Уильям Шокли,"['Q163415', 'Q284676']",72,84,Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли.,"16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
8,Texas Instruments,-1,12,29,В 1954 году Texas Instruments выпустила первый кремниевый транзистор.,"16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
9,Жан Эрни,-1,138,146,"Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор.","16 декабря 1947 года физик-экспериментатор Уолтер Браттейн, работавший с теоретиком Джоном Бардином, собрал первый работоспособный точечный транзистор. Спустя полгода, но до обнародования работ Бардина и Браттейна, немецкие физики Герберт Матаре и Генрих Велькер представили разработанный во Франции точечный транзистор («транзистрон»). Так из безуспешных попыток создать сначала твердотельный аналог вакуумного триода, а затем полевой транзистор, родился первый несовершенный точечный биполярный транзистор.
Точечный транзистор, выпускавшийся серийно около десяти лет, оказался тупиковой ветвью развития электроники — ему на смену пришли германиевые плоскостные транзисторы. Теорию p-n-перехода и плоскостного транзистора создал в 1948—1950 годах Уильям Шокли. Первый плоскостной транзистор был изготовлен 12 апреля 1950 года методом выращивания из расплава. За ним последовали сплавной транзистор, «электрохимический» транзистор и диффузионный меза-транзистор.
В 1954 году Texas Instruments выпустила первый кремниевый транзистор. Открытие процесса мокрого окисления кремния сделало возможным выпуск в 1958 году первых кремниевых меза-транзисторов, а в марте 1959 года Жан Эрни создал первый кремниевый планарный транзистор. Кремний вытеснил германий, а планарный процесс стал основной технологией производства транзисторов и сделал возможным создание монолитных интегральных схем.
"
