,entity,id,start,end,sent_context,full_context
0,Роберт Маркем,['Q507802'],19,32,Клементс (Клемент) Роберт Маркем (также Маркхэм; англ.,"Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
1,Маркхэм,"['Q15299585', 'Q507802', 'Q16876458']",40,47,Клементс (Клемент) Роберт Маркем (также Маркхэм; англ.,"Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
2,Стиллингфлит,['Q2330132'],40,52," Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
3,Лондон,"['Q84', 'Q23306', 'Q92561']",71,77," Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
4,Королевского географического общества (КГО),-1,43,86,"С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
5,Национальной британской антарктической экспедиции,-1,55,104,"На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
6,Роберта Скотта,"['Q46600367', 'Q102527', 'Q28792452']",164,178,"На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
7,Клементс Маркем,['Q507802'],0,15,"Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
8,Лондонского королевского общества,-1,31,64,"Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.","Клементс (Клемент) Роберт Маркем (также Маркхэм; англ. Clements Robert Markham; 20 июля 1830, Стиллингфлит — 30 января 1916, Лондон) — английский географ, исследователь и писатель. С 1863 по 1888 годы занимал пост секретаря Королевского географического общества (КГО), а позднее оставался президентом общества ещё на протяжении двенадцати лет. На этой должности он в основном занимался организацией Национальной британской антарктической экспедиции (1901—1904), а также способствовал началу полярной карьеры Роберта Скотта. Клементс Маркем являлся членом Лондонского королевского общества, а также Рыцарем-Командором Ордена Бани.
Маркем начал военно-морскую карьеру как кадет Королевского военно-морского флота. Став мичманом, отправился в Арктику на корабле HMS «Assistance», который был послан на поиски пропавшей экспедиции сэра Джона Франклина. Позже Маркем служил географом в Управлении по делам Индии, а также был ответственным за сбор плодов хинных деревьев в перуанских лесах и последующее взращивание их в Индии. Таким образом индийское правительство получило свой источник хинина. Маркем также являлся географом абиссинских экспедиционных сил сэра Роберта Нейпира в Англо-эфиопской войне и присутствовал при падении Магдалы в 1868 году.
Главным достижением Маркема на посту президента КГО стало возрождение в конце XIX века в Британии интереса к исследованию Антарктики после почти 50-летнего перерыва. У Маркема были смелые, далеко идущие и решительные планы относительно того, как должны быть организованы британские национальные антарктические экспедиции. Он боролся за то, чтобы первая из них была предпринята как военно-морское предприятие, во главе которой должен был непременно стать Роберт Скотт. Маркем смог преодолеть возражения значительной части научного сообщества и в итоге осуществил свой замысел в полном объёме. В течение нескольких первых лет после завершения экспедиции он продолжал оставаться защитником военно-морской карьеры Скотта, относясь с пренебрежением к достижениям других исследователей.
На протяжении всей своей жизни Маркем оставался путешественником и плодотворным писателем. Его литературные произведения включают в себя исторические очерки, отчёты о путешествиях и экспедициях, биографии. Он является автором многих статей и докладов для КГО, а также отдал много сил редактированию и переводу работ для Hakluyt Society, президентом которого являлся. Получил множество общественных и академических почестей, и было признано, что Клементс Маркем оказал большое влияние на такую научную дисциплину, как география. Однако также выдвинуто мнение, что большая часть его работ была выполнена благодаря неиссякаемому энтузиазму, а не учёности и научному подходу. В 1902 году Робертом Скоттом в честь Клементса Маркема была названа гора Трансантарктического горного массива. Один из островов в Море Росса и одна из рек острова Новая Гвинея также носят имя Маркема.
"
