,entity,id,start,end,sent_context,full_context
0,Вероника Кудерметова,Q14618664,23,43,Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St,"Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
1,Кики Бертенс,-1,63,75,Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St,"Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
2,Кудерметовой,-1,9,21,"На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
3,Бертенс,Q239733,2,9,У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести,"Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
4,Вероника Кудерметова,Q14618664,0,20,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
5,Россия,Q1857712,22,28,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
6,Кики Бертенс,-1,32,44,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
7,Нидерланды,Q1031430,46,56,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
8,Кики,Q1995913,86,90,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
9,Анастасией Потаповой,-1,112,132,"Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
10,Бертенс,Q239733,13,20,"Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге.","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
11,Санкт-Петербурге,Q4349855,63,79,"Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге.","Российская теннисистка Вероника Кудерметова уступила голландке Кики Бертенс в матче второго раунда St. Petersburg Ladies Trophy 2020. Встреча продолжалась 58 минут и завершилась со счетом 1:6, 2:6. На счету Кудерметовой один эйс, одна двойная ошибка и один реализованный брейк-пойнт из трех. У Бертенс шесть подач навылет и шесть брейк-пойнтов из шести. Вероника Кудерметова (Россия) — Кики Бертенс (Нидерланды) — 1:6, 2:6 В четвертьфинале Кики сыграет с россиянкой Анастасией Потаповой. Отметим, что Бертенс является действующей чемпионкой турнира в Санкт-Петербурге."
