,entity,id,start,end,sent_context,full_context
0,Кремле,"['Q133274', 'Q133274', 'Q133274']",2,8,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
1,России,"['Q151469', 'Q151469', 'Q151469']",49,55,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
2,Киев,"['Q1899', 'Q1899', 'Q170036']",58,62,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
3,Regionews,"['Q12072252', 'Q12072252']",129,138,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
4,УНИАН,"['Q1784679', 'Q2101441', 'Q22063263']",153,158,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
5,России,"['Q151469', 'Q151469', 'Q151469']",202,208,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
6,Дмитрий Песков,"['Q99036798', 'Q4359688', 'Q4359688']",209,223,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
7,Regionews,"['Q12072252', 'Q12072252']",12,21,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
8,МИД,"['Q183544', 'Q183544', 'Q183544']",35,38,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
9,РФ,-1,39,41,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
