,entity,id,start,end,sent_context,full_context
0,Княгиня Мария Николаевна Волконская,-1,0,35,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
1,Раевская,"['Q454845', 'Q454845', 'Q454845']",48,56,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
2,Каменка,"['Q143839', 'Q143839', 'Q143839']",88,95,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
3,Чигиринский уезд,"['Q96360318', 'Q96360318', 'Q96360318']",97,113,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
4,Киевская губерния,-1,115,132,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
5,Российская империя,"['Q21050312', 'Q21050312', 'Q4452091']",134,152,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
6,Воронки,"['Q29957', 'Q29957', 'Q29957']",259,266,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
7,Черниговская губерния,-1,268,289,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
8,Российская империя,"['Q21050312', 'Q21050312', 'Q4452091']",291,309,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
9,Николая Раевского,"['Q4388157', 'Q4388157', 'Q444438']",363,380,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
10,Сергея Волконского,"['Q4416995', 'Q4416995', 'Q1568444']",54,72,В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского.,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
11,Сибирь,"['Q5428', 'Q5428', 'Q725506']",81,87,"В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
12,Николая Некрасова,"['Q208003', 'Q208003', 'Q208003']",155,172,"Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
