,entity,id,start,end,sent_context,full_context
0,Салавата Юлаева,"['Q4377187', 'Q4381344', 'Q4335958']",32,47,"Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
1,Амуру,"['Q1104360', 'Q8240299', 'Q1375771']",68,73,"Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
2,КХЛ,-1,115,118,"Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
3,Уфе,"['Q906235', 'Q8076976', 'Q65747786']",17,20,Встреча прошла в Уфе и завершилась со счетом 3:2,"Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
4,Теэму Харткайнен,-1,33,49,"В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
5,Илья Баранов,-1,51,63,"В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
6,Никита Сошников,-1,66,81,"В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
7,Антон Лазарев,['Q20641109'],21,34,"У гостей это сделали Антон Лазарев, а также Игорь Руденков","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
8,Игорь Руденков,-1,44,58,"У гостей это сделали Антон Лазарев, а также Игорь Руденков","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
9,Амур,"['Q6886', 'Q6862', 'Q481725']",13,17,"16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар»","Сегодня, 14 сентября хоккеисты «Салавата Юлаева» нанесли поражение «Амуру» в домашнем матче регулярного чемпионата КХЛ. Встреча прошла в Уфе и завершилась со счетом 3:2. В составе победителей отличились Теэму Харткайнен, Илья Баранов и Никита Сошников. У гостей это сделали Антон Лазарев, а также Игорь Руденков. Таким образом, «тигры» потерпели шестое поражение кряду. 16 сентября «Амур» сыграет с рижским «Динамо», а «Салават» днем позже встретится с «Куньлунь Ред Стар». КХЛ Регулярный чемпионат «Салават Юлаев» – «Амур» – 3:2 Голы: Хартикайнен (Панин, Умарк), 08:04 (1:0), Лазарев (Йордан), 11:02 (1:1), Баранов (Умарк, Маннине), 19:59 (2:1), Руденков (Зогорна, Витасек), 29:47 (2:2), Сошников (Коледов) 50:02, (3:2). «Зайди на наш новый раздел о ставках и получи 500 бонусов за регистрацию!»"
