,entity,id,start,end,sent_context,full_context
0,Бакинская газета «Шарг,-1,0,22,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
1,Nabucco,"['Q202230', 'Q1166694', 'Q17315781']",55,62,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
2,Комитета энергетической безопасности,-1,89,125,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
3,ПА,"['Q12689', 'Q16987', 'Q83909257']",126,128,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
4,Евронест,"['Q98982573', 'Q99040119', 'Q98976893']",129,137,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
5,Иржи Машталка,-1,138,151,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
6,Баку,"['Q9248', 'Q218074', 'Q1633799']",161,165,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
7,Nabucco,"['Q202230', 'Q1166694', 'Q17315781']",178,185,"Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
8,Nabucco,"['Q202230', 'Q1166694', 'Q17315781']",16,23,"«Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
9,Евросоюза,['Q458'],95,104,"«Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он","Бакинская газета «Шарг», обращаясь вновь к газопроводу Nabucco пишет, что сопредседатель Комитета энергетической безопасности ПА Евронест Иржи Машталка заявил в Баку, что проект Nabucco до сих пор не реализован в связи с отсутствием желания по его инвестированию. «Для реализации Nabucco необходимо инвестировать 8 миллиардов евро, и это небольшие деньги для Евросоюза», – сказал он. Между тем, член комиссии по экономическим вопросам Вахид Ахмедов отметил, что для реализации проекта Nabucco необходимо, во-первых, заполнение трубы газом, а для этого нужно около 31 миллиарда кубометра газа. Другой вопрос – это финансовый. «В Европе серьезный финансовый кризис. Поэтому выделение финансов на проект стало проблематичным. Но даже если финансовые вопросы возьмут на себя международные финансовые институты, все равно остается открытым вопрос заполнения трубы необходимым объемом газа. В Азербайджане такого объема газа нет. С Туркменистаном, Ираном и Ираком данный вопрос еще не согласован. Поэтому до сих пор проект не реализован. Но я вас уверяю, что данный проект рано или поздно будет осуществлен, Так как он имеет большое значение для Запада», - сказал он."
