,entity,id,start,end,sent_context,full_context
0,Кремле,"['Q133274', 'Q64459813', 'Q19196143']",2,8,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
1,России,"['Q151469', 'Q211511', 'Q34266']",49,55,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
2,Киев,"['Q1899', 'Q170036', 'Q179075']",58,62,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
3,Regionews,-1,129,138,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
4,УНИАН,"['Q1213353', 'Q65642834']",153,158,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
5,России,"['Q151469', 'Q211511', 'Q34266']",202,208,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
6,Дмитрий Песков,"['Q4359688', 'Q4359679', 'Q17317044']",209,223,"В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
7,Regionews,-1,12,21,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
8,МИД,"['Q183544', 'Q495269', 'Q322964']",35,38,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
9,РФ,-1,39,41,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
10,Сергей Лавров,"['Q58217', 'Q48641449', 'Q98983882']",42,55,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
11,Россия,"['Q151469', 'Q211511', 'Q34266']",68,74,"Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву.","В Кремле подтверждают готовность направить посла России в Киев, хотя предметных переговоров по этому поводу не было Как передает Regionews со ссылкой на УНИАН, об этом заявил пресс-секретарь президента России Дмитрий Песков. ""По кандидатурам преждевременно говорить. В целом вы видите, что между двумя президентами и на экспертном уровне определенные контакты имеют место. Вместе с тем, предметного разговора об обмене главами дипломатических миссий до сих пор не было. Хотя, безусловно, вот такая готовность декларируется министром иностранных дел"", - сказал он. Как сообщал Regionews, ранее глава МИД РФ Сергей Лавров заявил, что Россия ""не против"" вернуть своего посла в Киев, а посла Украины - в Москву."
