,entity,id,start,end,sent_context,full_context
0,Тонга,"['Q678', 'Q678', 'Q678']",0,5,Тонга (тонг.,"Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
1,Королевство Тонга,"['Q23022146', 'Q3596206', 'Q3596206']",40,57," Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг.","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
2,Полинезии,"['Q42000', 'Q42000', 'Q130800']",31,40, — тихоокеанское государство в Полинезии.,"Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
3,Самоа,"['Q683', 'Q683', 'Q683']",45,50,"Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи.","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
4,Ниуэ,"['Q34020', 'Q34020', 'Q34020']",91,95,"Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи.","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
5,Фиджи,"['Q712', 'Q712', 'Q712']",115,120,"Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи.","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
6,Тонга,"['Q678', 'Q678', 'Q678']",0,5,Тонга расположено на 177 островах одноимённого архипелага.,"Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
7,Столица,"['Q15026', 'Q15026', 'Q8684']",0,7,"Столица — Нукуалофа.
","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
8,Нукуалофа,"['Q38834', 'Q38834', 'Q38834']",10,19,"Столица — Нукуалофа.
","Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
9,Острова Тонга,"['Q423507', 'Q423507', 'Q1520405']",0,13,Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году.,"Тонга (тонг. Tonga, англ. Tonga [ˈtoŋa]), официальное название — Королевство Тонга (тонг. Puleʻanga Fakatuʻi ʻo Tonga, англ. Kingdom of Tonga) — тихоокеанское государство в Полинезии. Граничит на севере с территориальными водами Самоа, на востоке — с территориальными водами Ниуэ, западе — с водами Фиджи. Протяжённость прибрежной полосы — 419 км. Тонга расположено на 177 островах одноимённого архипелага. Общая площадь — 748 км². Население страны — 103 252 чел. (2011, оценка). Столица — Нукуалофа.
Острова Тонга были открыты для европейцев голландскими мореплавателями Виллемом Схаутеном и Якобом Лемером в 1616 году. В 1900 году архипелаг стал британским протежируемым государством. При этом Тонга сохранила все права на самоуправление. Независимость острова получили в 1970 году. Тонга — член ООН, Южнотихоокеанской комиссии и Форума тихоокеанских островов.
"
