,entity,id,start,end,sent_context,full_context
0,Нижнелужицкий,"['Q13286', 'Q13286', 'Q13286']",0,13,"Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
1,Нижняя Лужица,"['Q148689', 'Q148689', 'Q148689']",126,139,"Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
2,Бранденбург,"['Q1208', 'Q1208', 'Q3931']",148,159,"Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
3,Восточной Германии,"['Q20173490', 'Q20173490', 'Q7636997']",162,180,"Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
4,Нижнелужицкий,"['Q13286', 'Q13286', 'Q13286']",0,13,"Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
5,Нижнелужицкий,"['Q13286', 'Q13286', 'Q13286']",0,13,"Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
6,Котбуса,"['Q107818', 'Q107818', 'Q107818']",176,183,"Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
7,Нижней Лужице,"['Q148689', 'Q148689', 'Q148689']",22,35,"Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
8,Ян Хойнан,"['Q145285', 'Q145285']",73,82,Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.,"Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
9,Нижнелужицкая языковая комиссия,-1,41,72,"Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».","Нижнелужицкий язык — один из двух литературных языков лужичан, иначе лужицких сербов, распространённый в исторической области Нижняя Лужица в земле Бранденбург в Восточной Германии. Относится к лужицкой подгруппе западнославянских языков. Число говорящих на нижнелужицком языке составляет 6860 человек (2007).
Нижнелужицкий язык вместе с верхнелужицким обнаруживает общие для них особенности, а также имеет все западнославянские языковые черты. Кроме того, одна часть черт объединяет лужицкие с языками лехитской подгруппы, другая — с языками чешско-словацкой подгруппы.
Нижнелужицкий язык отличается от верхнелужицкого на всех уровнях языковой системы: в фонетике (распространение согласной g взрывного образования; совпадение аффрикаты č с отвердевшей свистящей c; изменение твёрдой r после p, t, k в твёрдую š; изменение ć, ʒ́ во фрикативные мягкие шипящие ś, ź), в морфологии (наличие супина; отсутствие в диалектах форм аориста и имперфекта) и в лексике (bom «дерево»; twarc «плотник»; gluka «счастье» и т. д. противопоставляемые соответствующим верхнелужицким štom, ćěsla, zbožo).
На формирование нижнелужицкой литературной нормы большое влияние оказал верхнелужицкий язык, в отличие от верхнелужицкого, нижнелужицкий язык является менее нормализованным и строго кодифицированным, характеризуется неустойчивостью и большей вариативностью.
Число носителей нижнелужицкого языка постоянно сокращается, на нём как на родном (в диалектных формах) говорят в основном представители старшего поколения лужичан окрестностей Котбуса, молодое и среднее поколения владеют лишь выученным литературным языком, родным для них является немецкий язык. Процесс ассимиляции в Нижней Лужице достиг такой степени, что можно говорить об угрозе существованию нижнелужицкого языка.
К числу нижнелужицких диалектов относятся: восточнокотбусский, восточнопайцский, восточношпрембергский, западнокотбусский, западнопайцский, западношпрембергский, губинский, шпреевальдский и другие диалекты.
Письменность на основе латиницы была создана в XVI веке. Первую в истории грамматику языка написал в 1650 году лютеранский пастор Ян Хойнан.
Регулятором литературного языка является Нижнелужицкая языковая комиссия, действующая в настоящее время при лужицком культурно-просветительском обществе «Матица сербская».
"
