,entity,id,start,end,sent_context,full_context
0,Заговор Катилины,"['Q8563343', 'Q1051202', 'Q9121360']",0,16,Заговор Катилины (лат.,"Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
1,Луция,"['Q183240', 'Q183240', 'Q183240']",58,63,"Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
2,Сергия Катилины,-1,64,79,"Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
3,Катилины,"['Q1055008', 'Q1055008', 'Q1055008']",81,89,"В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
4,Историчность,"['Q13588125', 'Q1517710', 'Q8516634']",0,12,"Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
5,Катилины,"['Q1055008', 'Q1055008', 'Q1055008']",26,34,"Основные события заговора Катилины происходили позднее, в 63 году до н.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
6,Луция Сергия Катилины,-1,70,91,"Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
7,Выдвинутое Катилиной,-1,0,20,"Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
8,Сергия,"['Q29043607', 'Q29043607', 'Q29043608']",77,83,"Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
9,Марк Туллий Цицерон,"['Q724735', 'Q3846543', 'Q6758499']",69,88,"Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н.","Заговор Катилины (лат. Coniuratio Catilinae; Bellum Catilinae) — попытка части римского нобилитета захватить власть в результате вооружённого выступления. Событие названо по имени организатора тайного соглашения, Луция Сергия Катилины. В течение 60-х годов до н. э. произошло два заговора, наиболее известным из которых является последний.
В источниках сохранились разрозненные сведения о существовании «первого заговора Катилины», относящегося к 66—65 годам до н. э. Историчность «первого заговора» признаётся не всеми историками, а его подробности неясны. Основные события заговора Катилины происходили позднее, в 63 году до н. э. Во второй половине этого года, после поражения отпрыска знатного рода Луция Сергия Катилины на выборах консулов, вокруг него объединились ряд римских нобилей, преследовавших цель захвата власти. Выдвинутое Катилиной требование полного списания долгов привлекло на сторону Сергия не только часть знати, задолжавшей кредиторам, но также тысячи разорившихся крестьян и ветеранов. Основные источники, повествующие о «втором заговоре» — прежде всего, Марк Туллий Цицерон и Гай Саллюстий Крисп, — настроены к Катилине враждебно и порой противоречат друг другу, что осложняет восстановление событий 63 года до н. э. Препятствует реконструкции истории заговора и изначально тайный характер соглашения.
Попытка переворота была раскрыта и подавлена, пять активных участников были казнены без суда, по специальному решению сената. Бежавший из столицы Катилина возглавил отряды повстанцев в Этрурии и погиб в битве с правительственной армией. Подавление заговора было использовано Цицероном для своего утверждения в качестве одного из неформальных политических лидеров Рима. Начиная с античной эпохи Катилину и его попытку переворота оценивали крайне негативно, но с середины XIX века начал складываться и образ революционера-идеалиста.
"
