,entity,id,start,end,sent_context,full_context
0,Бертольт Брехт,"['Q38757', 'Q38757', 'Q38757']",0,14,Бертольт Брехт (нем.,"Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
1,Bertolt Brecht,"['Q38757', 'Q38757', 'Q38757']",1,15," Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht ();","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
2,Ойген Бертхольд Фридрих Брехт,-1,30,59," Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht ();","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
3,Аугсбург,"['Q15755', 'Q15755', 'Q2749']",17,25,"10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
4,Берлин,"['Q64', 'Q64', 'Q102720']",45,51,"10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
5,Берлинер ансамбль,"['Q534914', 'Q534914', 'Q9453474']",150,167,"10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
6,Брехта,"['Q904283', 'Q6328136', 'Q6328136']",11,17,"Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды.","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
7,Брехта,"['Q904283', 'Q6328136', 'Q6328136']",37,43,"Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
8,Фридрихом Дюрренматтом,-1,189,211,"Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
9,Артюром Адамовым,-1,213,229,"Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
","Бертольт Брехт (нем. Bertolt Brecht; полное имя — Ойген Бертхольд Фридрих Брехт, Eugen Berthold Friedrich Brecht (); 10 февраля 1898, Аугсбург — 14 августа 1956, Берлин) — немецкий драматург, поэт, прозаик, театральный деятель, теоретик искусства, основатель театра «Берлинер ансамбль».
Творчество Брехта — поэта и драматурга — всегда вызывало споры, как и его теория «эпического театра», и его политические взгляды. Тем не менее, уже в 50-х годах пьесы Брехта прочно вошли в европейский театральный репертуар; его идеи в той или иной форме были восприняты многими драматургами-современниками, в том числе Фридрихом Дюрренматтом, Артюром Адамовым, Максом Фришем, Хайнером Мюллером.
Теория «эпического театра», в послевоенные годы претворённая в практику Брехтом-режиссёром, открыла принципиально новые возможности сценического искусства и оказала значительное влияние на развитие театра XX века.
"
