,end,entity,full_context,id,start
0,21.0,Нангархар,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q178471'],12.0
1,81.0,США,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q30'],78.0
2,256.0,Абдул,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.","['Q185465', 'Q1069775', 'Q2571309']",251.0
3,374.0,Deutsche Welle,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q153770'],360.0
4,381.0,Были,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q15360763'],377.0
5,437.0,По,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.","['Q643', 'Q132671', 'Q681862']",435.0
6,470.0,НАТО,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q7184'],466.0
7,484.0,Афганистане,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q889'],473.0
8,577.0,Нангархар,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q178471'],568.0
9,601.0,солдат,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей.

Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб.

«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle.

Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются.

В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане.",['Q93361253'],595.0
