,end,entity,full_context,id,start
0,15.0,Кириши,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q7938', 'Q17489177', 'Q4221487']",9.0
1,118.0,Вани,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q1011003', 'Q22034', 'Q1748341']",114.0
2,125.0,Сомова,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q5071003', 'Q1066655', 'Q23727962']",119.0
3,223.0,ФИДЕ,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.",['Q102178'],219.0
4,238.0,Карен Григорян,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.",['Q14920221'],224.0
5,242.0,Он,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q7158', 'Q35090', 'Q941948']",240.0
6,335.0,Россия,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.",['Q159'],329.0
7,368.0,Он,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q7158', 'Q35090', 'Q941948']",366.0
8,402.0,Второе,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.",['Q4127998'],396.0
9,422.0,Алексей,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.","['Q7731', 'Q32206795', 'Q4555929']",415.0
10,438.0,Россия,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году.

Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками.",['Q159'],432.0
