,end,entity,full_context,id,start
0,8.0,Миасский,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.",['Q15255481'],0.0
1,91.0,Кумина,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.","['Q24330683', 'Q61869860']",85.0
2,101.0,Евгения,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.","['Q157130', 'Q15299830']",94.0
3,168.0,Об,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.","['Q3194', 'Q973', 'Q548466']",166.0
4,208.0,Суд,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.",['Q654544'],205.0
5,223.0,Кумина,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.",['Q24330683'],217.0
6,326.0,Андрей,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.",['Q43399'],320.0
7,369.0,По,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.","['Q643', 'Q132671', 'Q681862']",367.0
8,541.0,Мы,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.","['Q36208730', 'Q48955194']",539.0
9,551.0,Хабаровск,"Миасский городской суд 28 июля оштрафовал на 20 тысяч рублей местных жителей Михаила Кумина и Евгения Лузина из-за акции в поддержку протестующих в Хабаровском крае. Об этом сообщает «Апология протеста».

Суд признал Кумина и Лузина виновными по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП). Адвокат Андрей Лепехин собирается обжаловать решение.

По версии полицейских, челябинцы якобы «приняли решение о проведении массового меропрития», «оповестили граждан» и провели акцию, участники которой использовали плакаты «Я/Мы Хабаровск», «Хабаровск, Миасс с вами».

25 июля в разных городах прошли акции в поддержку бывшего губернатора Хабаровского края Сергея Фургала. Акция в Хабаровске собрала, по разным подсчетам, от 20 до 90 тысяч человек. В нескольких городах не обошлось без задержаний. Мы опубликовали списки задержанных.",['Q4454'],542.0
