,end,entity,full_context,id,start
0,5.0,Новый,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q19677432', 'Q16016956', 'Q2313369']",0.0
1,22.0,КНР,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q148'],19.0
2,34.0,Си Цзиньпин,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q15031'],23.0
3,145.0,BBC News,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q1160945'],137.0
4,150.0,Как,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q12575354'],147.0
5,241.0,Китай,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q148'],236.0
6,319.0,Си Цзиньпин,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q15031'],308.0
7,416.0,О,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q211593', 'Q324184', 'Q45764']",415.0
8,597.0,Китай,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q148'],592.0
9,655.0,Аркадия,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q170054'],648.0
