,end,entity,full_context,id,start
0,82.0,Об,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

","['Q3194', 'Q973', 'Q548466']",80.0
1,141.0,ОБСЕ,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q81299'],137.0
2,153.0,Игорь Попов,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q4372511'],142.0
3,157.0,По,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

","['Q643', 'Q132671', 'Q681862']",155.0
4,343.0,Российский,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

","['Q16017003', 'Q24199593', 'Q4398041']",333.0
5,400.0,По,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

","['Q643', 'Q132671', 'Q681862']",398.0
6,465.0,ОБСЕ,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q81299'],461.0
7,503.0,Игорь Попов,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q4372511'],492.0
8,673.0,ОБСЕ,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q81299'],669.0
9,741.0,АПА,"Дата встречи министров иностранных дел Азербайджана и Армении пока не уточнена. Об этом сообщил российский сопредседатель Минской группы ОБСЕ Игорь Попов. По его словам, в данный момент ведутся переговоры с министерствами иностранных дел обеих стран: «Надеюсь, что встреча глав МИД Азербайджана и Армении состоится на этой неделе».

Российский сопредседатель отметил, что встреча пройдет в Париже. По его словам, по итогам встречи сопредседатели Минской группы ОБСЕ совершат визит в регион.

Игорь Попов подчеркнул важность продолжения переговоров по урегулированию нагорно-карабахского конфликта: «Главное – продолжать переговоры. Страны-сопредседатели Минской группы ОБСЕ содействуют налаживанию диалога между двумя странами», сообщает АПА.

",['Q466587'],738.0
