,end,entity,full_context,id,start
0,6.0,Россия,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q159'],0.0
1,155.0,США,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q30'],152.0
2,161.0,НАТО,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q7184'],157.0
3,208.0,ТАСС,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q223799'],204.0
4,482.0,ВВС США,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q11223'],475.0
5,533.0,Poseidon,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

","['Q58235208', 'Q1573003', 'Q103901809']",525.0
6,537.0,ВМС,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

","['Q4114433', 'Q16628805']",534.0
7,541.0,США,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q30'],538.0
8,594.0,США,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q30'],591.0
9,601.0,НАТО,"Россия заявила, что её истребитель перехватил два наблюдательных американских самолета в Чёрном море, что стало новым сближением в воздухе между силами США, НАТО и России.

Представители военных сообщили ТАСС в среду, что самолёт Су-27 встретил американские самолеты в международных водах Чёрного моря.

«Экипаж российского истребителя последовательно приблизился на безопасное расстояние к воздушным объектам и идентифицировал их как стратегический самолет-разведчик RC-135 ВВС США и самолет базовой патрульной авиации Р-8А Poseidon ВМС США», — заявило министерство обороны.

Представители США и НАТО пока не прокомментировали инцидент, но гражданские сайты радиолокационного сопровождения показали, что американские самолёты в среду находились в районе Чёрного моря, недалеко от украинского Крыма.

",['Q7184'],597.0
