,end,entity,full_context,id,start
0,77.0,Катара,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

","['Q841050', 'Q4217183', 'Q35351143']",71.0
1,87.0,Форвард,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

","['Q18404978', 'Q1725048']",80.0
2,120.0,Марио Манджукич,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

",['Q187171'],105.0
3,166.0,Катара,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

",['Q841050'],160.0
4,171.0,Аль,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

","['Q387285', 'Q4063332']",168.0
5,255.0,По,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

","['Q643', 'Q132671', 'Q681862']",253.0
6,299.0,Ювентус,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

",['Q1422'],292.0
7,354.0,Сам,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

","['Q156882', 'Q295168', 'Q843449']",351.0
8,485.0,Ювентус,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

",['Q1422'],478.0
9,642.0,Маурицио Сарри,"33-летний хорватский нападающий подписал контракт с лидером чемпионата Катара.

Форвард сборной Хорватии Марио Манджукич подписал контракт с лидером чемпионата Катара «Аль-Духайлем». Клуб подтвердил информацию, однако подробности сделки не сообщаются.

По данным различных итальянских медиа «Ювентус» получит за 33-летнего хорвата около 5,5 млн евро. Сам игрок будет получать в новой команде более 5 миллионов евро в год.

33-летний Манджукич с 2015 года выступал за туринский «Ювентус».

В нынешнем сезоне форвард в составе туринцев не провел ни одного матча, так как не вписывается в тактическую схему наставника «бьянконери» Маурицио Сарри.

",['Q3852721'],628.0
