,end,entity,full_context,id,start
0,42.0,Владимир,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
","['Q2684', 'Q60928', 'Q5069933']",34.0
1,135.0,Премьер,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
","['Q47830', 'Q2108608', 'Q65225636']",128.0
2,270.0,Понсе,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
",['Q864024'],265.0
3,320.0,Евгения Чернова,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
",['Q18279875'],305.0
4,390.0,Кайо,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
","['Q508773', 'Q568303', 'Q3404900']",386.0
5,704.0,Но,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
","['Q593048', 'Q615006', 'Q906914']",702.0
6,853.0,Красиво,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
",['Q21336922'],846.0
7,882.0,Безбородов,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
",['Q4080808'],872.0
8,999.0,поле,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
",['Q1006733'],995.0
9,1015.0,VAR,"Генеральный директор «Краснодара» Владимир Хашиг выступил с заявлением на тему судейства матча его команды в 12 туре российской Премьер-лиги против «Спартака» (1:3).

В частности, речь идёт об эпизоде с первым голом «Спартака», в котором форвард москвичей Эзекиэль Понсе подтолкнул защитника «Краснодара» Евгения Чернова и забил мяч. Также Хашиг добавил про незасчитанный гол защитника Кайо во втором тайме, когда счёт был 1:2.

«Обычно, когда мы считаем, что судья ошибся во время нашего матча, мы подаем жалобу и никак ее не комментируем, так как видим, какую большую работу проводит новое руководство судейского комитета, и мы понимаем, что идет становление правильной работы, и мы должны терпеть.

Но сегодня, после слов руководства «Спартака», что «ребята сделали красиво», мы считаем необходимым высказать свое отношение к произошедшему.

«Красиво» сделали «ребята» Безбородов и Левников. Хочется заметить «Спартаку», что победу в этом матче им принесли предвзятое судейство Безбородова в поле и работа на VAR Левникова. Это они своими решениями обеспечили победу «Спартака» в прошедшем матче», — написано на официальном сайте «быков».

Также Хашиг напомнил, что «Спартак» из-за одного момента в игре с «Сочи» грозился «сняться» с турнира, тогда как в последнем матче таких моментов было несколько. Победу «Спартаку» принесли судьи, считает функционер.

«Краснодар» находится на восьмом месте в РПЛ. В активе команды Мурада Мусаева 18 очков после 12 туров. Ближайший матч команда проведёт 28 октября дома в рамках второго тура Лиги чемпионов против «Челси». Начало матча — в 20:55 по московскому времени.
","['Q1930273', 'Q1423410']",1012.0
