,entity,id,start,end,sent_context,full_context
0,Нангархар,"['Q183303', 'Q8662646', 'Q20929777']",12,21,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
1,Афганистана,"['Q889', 'Q186392', 'Q476757']",33,44,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
2,США,"['Q4917', 'Q11201', 'Q7217596']",78,81,В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей,"В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
3,Американцы,"['Q747570', 'Q50479198', 'Q4160093']",0,10,"Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
4,Ганикел Абдул Вахаб,-1,128,147,"Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
5,Вахаб,"['Q257935', 'Q2319132']",82,87,"«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
6,Deutsche Welle,"['Q153770', 'Q7245685', 'Q9180363']",95,109,"«Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
7,НАТО,-1,31,35,"По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
8,Афганистане,"['Q889', 'Q186392', 'Q476757']",38,49,"По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
9,Нангархар,"['Q183303', 'Q8662646', 'Q20929777']",12,21,"В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США","В провинции Нангархар на востоке Афганистана в ночь на 12 июня военнослужащие США застрелили трех мирных жителей. Американцы открыли огонь после того, как их автомобиль наехал на взрывное устройство, заложенное у обочины, заявил глава округа Ганикел Абдул Вахаб. «Вероятно, они подумали, что эти три человека заложили взрывчатку», - предположил Вахаб, пишет Deutsche Welle. Были ли жертвы среди американских военных, он не сообщил. По словам представителя миссии НАТО в Афганистане, сведения о погибших гражданских лицах в настоящее время проверяются. В провинции Нангархар 9 июня афганский солдат, примкнувший к талибам, убил трех военнослужащих США. Эта провинция является главным местом действий американских сил спецназначения против террористической группировки «Исламское государство» в Афганистане."
