,entity,id,start,end,sent_context,full_context
0,Рамазан Эмеев,-1,0,13,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
1,UFC,"['Q186471', 'Q2467011', 'Q48847712']",87,90,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
2,Нью-Джерси,"['Q1408', 'Q986210', 'Q138367']",93,103,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
3,MMA Junkie,-1,147,157,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
4,Ньюарке,"['Q8066241', 'Q7006192', 'Q32645970']",27,34,Турнир пройдет 3 августа в Ньюарке,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
5,Коул Уильямс,-1,49,61,Российского спортсмена заменит американский боец Коул Уильямс,"Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
6,Эмеев,-1,0,5,"Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
7,Клаудио Силвой,-1,49,63,"Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
8,Светланы Кузнецовой,-1,47,66,"Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
9,США,"['Q4917', 'Q11201', 'Q7217596']",111,114,"Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США","Рамазан Эмеев — российский мастер смешанных единоборств не сможет выступить на турнире UFC в Нью-Джерси из-за отказа в американской визе, сообщает MMA Junkie. Турнир пройдет 3 августа в Ньюарке. Российского спортсмена заменит американский боец Коул Уильямс. Эмеев должен был сойтись в поединке с бразильцем Клаудио Силвой, но из-за сложившейся ситуации отказался от участия. Ранее сообщалось, что у российской теннисистки Светланы Кузнецовой также возникли проблемы с получением визы в США. Букмекер «Марафон» предлагает сделать ставки на другие бои турнира в Ньюарке."
