,entity,id,start,end,sent_context,full_context
0,Кириши,"['Q7938', 'Q7936', 'Q17489177']",9,15,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
1,Ленинградской области,"['Q19826964', 'Q19813949', 'Q16670706']",16,37,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
2,Вани Сомова,-1,114,125,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
3,Армению,"['Q399', 'Q208404', 'Q1322278']",0,7,Армению в этом году представлял мастер ФИДЕ Карен Григорян,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
4,ФИДЕ,-1,39,43,Армению в этом году представлял мастер ФИДЕ Карен Григорян,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
5,Карен Григорян,"['Q14920221', 'Q99268641', 'Q99013950']",44,58,Армению в этом году представлял мастер ФИДЕ Карен Григорян,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
6,Юрием Елисеевым,"['Q16648225', 'Q1438907', 'Q16648222']",72,87,"Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
7,Россия,"['Q151469', 'Q211511', 'Q34266']",89,95,"Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира","В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
8,Алексей Гоганов,['Q16225500'],19,34,Второе место занял Алексей Гоганов (Россия) с 7 очками.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
9,Россия,"['Q151469', 'Q211511', 'Q34266']",36,42,Второе место занял Алексей Гоганов (Россия) с 7 очками.,"В городе Кириши Ленинградской области завершился восьмой международный шахматный турнир «Юные звезды мира» памяти Вани Сомова, юного шахматиста, трагически погибшего в 2002 году. Армению в этом году представлял мастер ФИДЕ Карен Григорян. Он до последнего тура делил 1-2 места, но в 12 туре смог взять верх над Юрием Елисеевым (Россия) и стать победителем турнира. Он в 12 турах набрал 8 очков. Второе место занял Алексей Гоганов (Россия) с 7 очками."
