,entity,id,start,end,sent_context,full_context
0,Георгия Гапона,"['Q299681', 'Q105830479', 'Q19147432']",9,23,Убийство Георгия Гапона — одно из нераскрытых политических убийств в России.,"Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
1,России,"['Q151469', 'Q211511', 'Q34266']",69,75,Убийство Георгия Гапона — одно из нераскрытых политических убийств в России.,"Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
2,Собрания русских фабрично-заводских рабочих,-1,77,120,"Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
3,Санкт-Петербурга,"['Q656', 'Q1269122', 'Q177888']",121,137,"Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
4,Георгий Аполлонович Гапон,"['Q299681', 'Q105830479', 'Q64453629']",156,181,"Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
5,Санкт-Петербурга,"['Q656', 'Q177888', 'Q1269122']",62,78,"Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
6,Озерки,"['Q4332023', 'Q4332020', 'Q1066343']",95,101,"Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
7,Пётр Моисеевич Рутенберг,-1,109,133,"Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
8,Рутенберг,"['Q96360287', 'Q1281152', 'Q24488835']",49,58,"Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
9,Гапона,"['Q299681', 'Q4133480', 'Q12094292']",125,131,"Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров.","Убийство Георгия Гапона — одно из нераскрытых политических убийств в России. Жертвой убийства стал 36-летний политик и общественный деятель, руководитель Собрания русских фабрично-заводских рабочих Санкт-Петербурга, бывший священник Георгий Аполлонович Гапон. Убийство произошло 28 марта (10 апреля) 1906 года в пригороде Санкт-Петербурга, дачном посёлке Озерки. Никто из убийц не был арестован и не предстал перед судом. Возбуждённое следствие не привело ни к каким результатам и через несколько лет было закрыто. Материалы следственного дела остались необнародованными. Известно, что в качестве главного подозреваемого в следственном деле фигурировал член партии эсеров, инженер Пётр Моисеевич Рутенберг. Через несколько лет после убийства, в 1909 году, Рутенберг обнародовал заявление, в котором признавал, что совершил убийство Гапона по поручению центрального комитета (ЦК) партии эсеров. По утверждению Рутенберга, инициатором и главным организатором убийства был глава Боевой организации эсеров, секретный сотрудник Департамента полиции, инженер Евгений Филиппович Азеф. Заявление Рутенберга было официально подтверждено ЦК партии эсеров и Судебно-следственной комиссией партии эсеров по делу Азефа. Впоследствии в советской историографии получил хождение миф, согласно которому Гапон был «судим группой рабочих». Этот миф противоречит как заявлениям Рутенберга и ЦК партии эсеров, так и воспоминаниям самих исполнителей убийства, утверждавших, что, убивая Гапона, они исполняли решение ЦК.
"
