,entity,id,start,end,sent_context,full_context
0,Земли,"['Q43325', 'Q80413', 'Q1202']",37,42,"Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
1,Земли,"['Q43325', 'Q80413', 'Q1202']",80,85,"Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
2,Земли,"['Q43325', 'Q80413', 'Q1202']",72,77,"В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
3,Луна,"['Q106457796', 'Q489652', 'Q405']",87,91,"В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
4,Землёй,"['Q634067', 'Q445673', 'Q18574988']",139,145,"Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
5,Клайд,"['Q219937', 'Q181776', 'Q201351']",28,33,"Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
6,Уильям Томбо,-1,34,46,"Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
7,Плутона,"['Q6604', 'Q184246', 'Q7033759']",65,72,"Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
8,Spaceguard,"['Q46099401', 'Q60875059', 'Q25319511']",86,96,"В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
9,LINEAR,-1,98,104,"В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие.","Гипотетические естественные спутники Земли — небесные тела, обращающиеся вокруг Земли, существование которых предполагалось астрономами. В настоящее время общепризнано, что единственным естественным спутником Земли является Луна, однако предположения о существовании других спутников неоднократно выдвигались астрономами, публиковались в популярных изданиях и описывались в художественных произведениях.
Попытки обнаружения дополнительных спутников неоднократно предпринимались отдельными астрономами в течение XIX и первой половины XX века. Ни одно из опубликованных сообщений об обнаружении предполагаемых спутников не было подтверждено независимыми наблюдениями.
Во второй половине XX века, вначале в связи с нуждами космонавтики, а впоследствии и для обнаружения объектов, которые могут столкнуться с Землёй, стали вестись систематические поиски небесных тел в околоземном пространстве. Пионером таких поисков стал Клайд Уильям Томбо, первооткрыватель Плутона. В настоящее время активный поиск таких объектов ведётся в рамках нескольких проектов: Spaceguard, LINEAR, NEAT, LONEOS, обзор Каталина и другие. Постоянных спутников в рамках данных проектов обнаружено не было.
Существует несколько околоземных объектов, которые в популярной литературе иногда называют «вторыми лунами» или «вторыми спутниками». Во-первых, это астероиды, орбиты которых находятся в резонансе с орбитой Земли. Квазиспутники, такие как (3753) Круитни, движутся в орбитальном резонансе с Землёй 1:1, но обращаются вокруг Солнца. Троянские астероиды Земли, такие как 2010 TK7, движутся по той же орбите, что и Земля, но перед ней или после неё, в окрестности точек Лагранжа системы Земля — Солнце. Во-вторых, в точках Лагранжа системы Луна—Земля, на лунной орбите в 60° впереди и позади Луны, обнаружены облака межпланетной пыли, получившие по фамилии открывшего их астронома название «облака Кордылевского». Кроме того, возможен захват Землёй временных спутников, орбита которых является неустойчивой. Примером такого спутника является астероид 2006 RH120.
"
