,entity,id,start,end,sent_context,full_context
0,Кольца Урана,['Q171473'],0,12,"Кольца Урана — система колец, окружающих Уран.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
1,Уран,"['Q1098', 'Q324', 'Q79999']",41,45,"Кольца Урана — система колец, окружающих Уран.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
2,Сатурна,"['Q193', 'Q105447', 'Q477073']",86,93,Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна.,"Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
3,Юпитера,"['Q21156572', 'Q319', 'Q4649']",121,128,Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна.,"Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
4,Нептуна,"['Q2139', 'Q3359', 'Q1356165']",131,138,Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна.,"Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
5,Урана,"['Q2152', 'Q171473', 'Q3338']",20,25,"Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
6,Джеймсом Эллиотом,-1,58,75,"Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
7,Эдвардом Данхэмом,-1,77,94,"Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
8,Дугласом Минком,-1,97,112,"Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
9,Хаббл,"['Q43027', 'Q2513', 'Q522217']",92,97,"После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.","Кольца Урана — система колец, окружающих Уран. Она занимает промежуточное по сложности положение между более развитой системой колец Сатурна и простыми системами колец Юпитера и Нептуна. Первые девять колец Урана были открыты 10 марта 1977 года Джеймсом Эллиотом, Эдвардом Данхэмом и Дугласом Минком. После этого были открыты ещё четыре: два — «Вояджером-2» в 1986 году, ещё два — телескопом «Хаббл» в 2003—2005 годах.
За 200 лет до этого Уильям Гершель сообщал о наблюдениях колец у Урана, однако современные астрономы сомневаются в возможности такого открытия, так как эти кольца очень слабые и тусклые и не могли быть обнаружены с помощью астрономического оборудования того времени.
По состоянию на 2008 год известно 13 колец. В порядке увеличения расстояния от планеты они расположены так: 1986U2R/ζ, 6, 5, 4, α, β, η, γ, δ, λ, ε, ν и μ. Минимальный радиус имеет кольцо 1986U2R/ζ (38 000 км), максимальный — кольцо μ (приблизительно 98 000 км). Между основными кольцами могут находиться слабые пылевые кольцевые скопления и незамкнутые дуги. Кольца чрезвычайно тёмные, альбедо Бонда для входящих в них частиц не превышает 2 %. Вероятно, они состоят из водяного льда с включениями органики.
Большинство колец Урана непрозрачны. Их ширина не больше нескольких километров. Кольцевая система содержит в целом немного пыли, она состоит в основном из крупных объектов диаметром от 20 сантиметров до 20 метров. Однако некоторые кольца оптически тонкие: широкое тусклое 1986U2R/ζ, μ и ν состоят из мелких частиц пыли, тогда как узкое тусклое λ содержит крупные тела. Относительно небольшое количество пыли в кольцевой системе объясняется аэродинамическим сопротивлением протяжённой экзосферы — короны Урана.
Считается, что кольца Урана относительно молоды, их возраст не превышает 600 миллионов лет. Кольцевая система Урана, вероятно, образовалась от столкновений спутников, ранее обращавшихся вокруг планеты. В результате столкновений спутники разбивались на всё более мелкие частицы, которые теперь образуют кольца в строго ограниченных зонах максимальной гравитационной стабильности.
До сих пор не ясен механизм, удерживающий узкие кольца в их границах. Первоначально считалось, что у каждого узкого кольца есть пара «спутников-пастухов», которые и поддерживают его форму, но в 1986 году Вояджер-2 обнаружил только одну пару таких спутников (Корделию и Офелию) вокруг самого яркого кольца — ε.
"
