,entity,id,start,end,sent_context,full_context
0,Княгиня Мария Николаевна Волконская,-1,0,35,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
1,Раевская,"['Q17617322', 'Q24473068', 'Q24473064']",48,56,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
2,Каменка,"['Q143839', 'Q1020330', 'Q2600293']",88,95,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
3,Чигиринский уезд,"['Q96360318', 'Q12170223', 'Q12157106']",97,113,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
4,Киевская губерния,-1,115,132,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
5,Российская империя,"['Q21050312', 'Q4452091', 'Q4200385']",134,152,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
6,Воронки,"['Q188734', 'Q4125575', 'Q18770331']",259,266,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
7,Черниговская губерния,-1,268,289,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
8,Российская империя,"['Q21050312', 'Q4452091', 'Q4200385']",291,309,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
9,Николая Раевского,"['Q444438', 'Q59193586', 'Q24473103']",363,380,"Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского.","Княгиня Мария Николаевна Волконская (урождённая Раевская; 22 июля [3 августа], местечко Каменка, Чигиринский уезд, Киевская губерния, Российская империя; по другим данным: 25 декабря 1805 [6 января 1806], место рождения неизвестно — 10 августа 1863, поместье Воронки, Черниговская губерния, Российская империя) — дочь героя Отечественной войны 1812 года генерала Николая Раевского. В январе 1825 года вышла замуж за будущего декабриста Сергея Волконского. В 1826 году, несмотря на сопротивление родных, оставив годовалого сына, уехала в Сибирь вслед за сосланным мужем. В сибирской ссылке провела около тридцати лет. Автор воспоминаний (фр. Mémoires de La Princesse Marie Wolkonsky), написанных на французском языке и адресованных детям и внукам, которые вдохновили поэта Николая Некрасова на создание второй части поэмы «Русские женщины».
"
