,entity,id,start,end,sent_context,full_context
0,Азербайджана,"['Q227', 'Q227', 'Q227']",46,58,"В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
1,Азербайджан,"['Q227', 'Q227', 'Q227']",17,28,"В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
2,Армении,"['Q399', 'Q399', 'Q399']",119,126,"В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
3,Азербайджан,"['Q227', 'Q227', 'Q227']",0,11,"Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
4,Азербайджанское,"['Q9292', 'Q9292', 'Q9292']",0,15,"Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
5,Баку,"['Q9248', 'Q9248', 'Q9248']",129,133,"Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети","В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
6,Ереване,"['Q2087788', 'Q2087788', 'Q2087788']",23,30,Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении,"В проекте государственного и сводного бюджета Азербайджана на будущий год планируется увеличение расходов на оборону на 1,9 процента. В разделе расходы на оборону и безопасность на финансирование вооруженных сил и мероприятий в области безопасности предусмотрено 1 млрд 381 млн 347 тыс. манатов (1 млрд 770 млн долларов). В бюджете 2011 г. на эти цели было выделено 1 млрд 325 млн 61 тыс. манатов (1 млрд 656 млн 326 тыс. долларов). Наряду с этим, с целью усиления военного потенциала, в бюджете 2012 г. предусмотрено выделение на специальные проекты и мероприятия в области обороны и безопасности дополнительно 1.669.8 млн манатов. В последние годы Азербайджан, не переставая, бравировал тем, что его военный бюджет превосходит государственный бюджет Армении в целом. Азербайджан в огромных количествах закупает и производит оружие, каким-то «чудом» обходя все лимиты ДОВСЕ. Азербайджанское руководство, не стесняясь мирового сообщества, подстрекает свой народ к войне, готовит своих детей на роль пушечного мяса, организуя для школьников курсы снайперов и десантников. Азербайджанское руководство методично подливает масло в огонь антиармянской истерии в своей стране, когда в самый подходящий для Баку момент «от рук армянских военных» гибнут азербайджанские дети. Наряду с этим все то же азербайджанское руководство с маниакальным упорством наращивает своей оборонный бюджет, видимо для того, чтобы закупить и произвести еще больше оружия, устраивать еще больше провокаций, еще плотнее закрыть глаза своего народа на свои же грехи. Ну и на всякий случай, чтобы обеспечить свою безопасность, если многомиллионный бюджет и огромное количество оружия, которое без обученной армии – просто железо, не помогут против профессиональной армянской армии. Причина? 21 сентября в Ереване прошел грандиозный военный парад в честь 20-летия независимости Армении. В параде приняли участие оперативно-тактический ракетный комплекс 9К72 Эльбрус (SS-1c Scud B по классификации НАТО), ОТРК 9К79 ""Точка-У"", ЗРК С-300, С-125 ""Печора"", ""Круг"" и ""Оса"", боевая колесная машина ГАЗ-2975 ""Тигр"", танки Т-72, а также БМП-2, БТР-80, тяжелые артиллерийские установки, современные самоходные гаубицы, противотанковые ракетные комплексы как ""Конкурс"" и ""Штурм-С"", штурмовики Су-25, транспортно-боевые вертолеты Ми-24 и Ми-2. Впервые были продемонстрированы беспилотники армянского производства «Крунк» (Журавль), которые по своим тактико-техническим параметрам не уступают зарубежным аналогам. И это не вся военная техника, стоящая на вооружении армянской армии. Как заявил позднее социолог Агарон Адибекян: «будь у нас даже атомная бомба или С400, мы не должны были их показывать». В параде приняли участие курсанты Военно-спортивного училища имени Монте Мелконяна, Военного института имени Вазгена Саргсяна, Военного авиационного институт имени маршала А. Ханферянца, армейские корпуса ВС Армении, народные ополченцы, отдельная бригада спецназначения, войска Полиции Армении, пограничные войска, миротворческая бригада, подразделения Военной полиции, военнослужащие Армии обороны Арцаха. Вместе с военнослужащими всех родов войск ВС РА по площади прошли колонна базирующейся в Армении 102-й российской военной базы, а также представители войскового духовенства. Военный парад в Ереване произвел на азербайджанскую сторону неизгладимое впечатление, которое армянские эксперты назвали просто – шок. И не исключено, что именно шок подвиг Баку еще больше увеличить оборонный бюджет. Мало ли какого ответа можно ожидать от такой вот армянской армии, если Азербайджану вдруг вздумается начать войну."
